label	sentence
0	Dù có độ chính xác khá cao nhưng thuật toán cây quyết định (DT) tồn tại những hạn chế lớn. Sức mạnh của một cây quyết định là không cao thì hợp sức của nhiều cây sẽ trở nên mạnh mẽ hơn. Đó chính là mô hình rừng cây ngẫu nhiên (RT) . Vì có độ chính xác cao, giảm thiểu hiện tượng quá khớp (overfitting) nên mô hình RT được sử dụng rộng rãi trong cả hai bài toán phân loại và dự báo của học có giám sát. Mô hình RT được huấn luyện dựa trên sự phối hợp giữa quá trình kết hợp (ensembling) và lấy mẫu tái lặp (boostrapping).
0	Mô hình này tạo ra nhiều DT (Cây Quyết định) mà mỗi DT được huấn luyện dựa trên nhiều mẫu con khác nhau và kết quả dự báo là giá trị trung bình thu được từ toàn bộ những DT. Do đó, một kết quả dự báo được tổng hợp từ nhiều mô hình sẽ không bị sai lệch do các DT đều sử dụng bộ dữ liệu huấn luyện chung. Ngoài ra, tập hợp kết quả dự báo từ nhiều mô hình sẽ có phương sai nhỏ hơn và ít bị ảnh hưởng bởi nhiễu so với chỉ từ một mô hình. Trong mô hình RT (Rừng Cây Ngẫu nhiên), những DT là hoàn toàn độc lập với nhau.
0	"Thuật toán Ada, viết tắt của ""Adaptive Boosting - Tăng cường thích ứng"", là một phương pháp tổng hợp lặp đi lặp lại, chủ yếu được sử dụng để tăng hiệu suất của các mô hình phân loại yếu (weak classifiers). Một mô hình phân loại yếu có tỷ lệ dự báo sai lớn và giả định nó chỉ tốt hơn so với phân loại ngẫu nhiên một chút. Nguyên tắc cốt lõi của mô hình Ada là cân nhắc từng mẫu trong tập dữ liệu đầu vào dựa trên các lỗi của lần lặp trước đó. Mô hình Ada áp dụng liên tiếp các mô hình phân loại yếu để điều chỉnh lại trọng số cho các quan sát. Việc điều chỉnh trọng số của mỗi lần lặp nhằm đảm bảo rằng bộ học yếu (weak learner) tiếp theo tập trung nhiều hơn vào các mẫu bị phân loại sai trước đó."
0	Việc điều chỉnh này tiếp tục lặp lại cho đến khi sai số hội tụ về một giá trị nhỏ nhất hoặc đạt được một số cây (DT) nhất định. Như vậy, Ada là một mô hình dự báo được kết hợp từ các mô hình phân loại yếu trong chuỗi. Do tính chất thích ứng của mình, mô hình Ada có hiệu quả tốt trong các dự báo có ranh giới phức tạp giữa các lớp hoặc các bài toán hồi quy phi tuyến. Tiềm năng của mô hình Ada trong việc xác định các mối tương quan phi tuyến phức tạp giữa các yếu tố đầu vào và đầu ra có thể đóng vai trò then chốt trong việc dự báo chính xác. Phương trình hồi quy của Ada có thể được biểu diễn dưới dạng (11) .
0	Thuật toán GB (Gradient Boosting) là một thuật toán hiện đại được xây dựng dựa trên Ada. Cũng tương tự như Ada, nó huấn luyện liên tiếp các mô hình yếu. Thuật toán GB kết hợp các DT (Cây Quyết định) nhưng các cây không hoàn toàn độc lập mà chúng có sự phụ thuộc theo chuỗi. Tức là một DT được phát triển từ việc sử dụng thông tin được dự báo từ những DT được huấn luyện trước đó. Mô hình GB không sử dụng mẫu tái lặp (bootstrapping) để tạo dữ liệu huấn luyện mà mô hình được huấn luyện ngay trên dữ liệu gốc.
0	Điểm đặc biệt của mô hình này là thay vì cố gắng khớp giá trị biến mục tiêu, nó sẽ tìm cách khớp giá trị sai số của mô hình trước đó. Sau đó mô hình huấn luyện sẽ được đưa thêm vào hàm dự báo để cập nhật dần phần dư. Thuật toán sẽ dừng cập nhật khi số lượng DT (Cây Quyết định) đạt ngưỡng tối đa $K$, hoặc toàn bộ các quan sát trên tập huấn luyện được dự báo đúng.  Bằng cách khớp trên những DT có kích thước rất nhỏ trên những phần dư, hàm dự báo sẽ từ từ được cải thiện trong vùng mà nó không dự báo tốt. Giống như phương pháp kết hợp, kết quả dự báo từ chuỗi mô hình sẽ là kết hợp của các mô hình con, theo phương trình (12).
0	Từ quan điểm phương sai, yếu tố căn bản của phương pháp ET (Extra Trees) là sự ngẫu nhiên rõ ràng của điểm giới hạn và thuộc tính kết hợp với tính trung bình tổng thể có thể làm giảm phương sai mạnh hơn so với các sơ đồ ngẫu nhiên yếu hơn được sử dụng trong các phương pháp khác. Việc sử dụng mẫu huấn luyện ban đầu đầy đủ thay vì bản sao mẫu tái lặp được thúc đẩy để làm giảm thiểu sai lệch. Tuy nhiên, do tính đơn giản của quy trình tách nút, hy vọng rằng, hệ số không đổi sẽ nhỏ hơn nhiều so với các phương pháp tổng hợp khác nhằm tối ưu hóa cục bộ các điểm giới hạn.
0	SVM (Support Vector Machine) là một thuật toán khá hiệu quả trong việc phân loại nhị phân và dự báo của học máy có giám sát. Thuật toán này có ưu điểm là hoạt động tốt đối với những mẫu dữ liệu có kích thước lớn và thường mang lại kết quả vượt trội so với các thuật toán khác trong học có giám sát. Nó tiêu tốn ít bộ nhớ vì chỉ sử dụng các điểm trong tập hỗ trợ (support vectors) để dự báo trong hàm quyết định được tạo ra từ những hàm kernel khác nhau. Việc sử dụng đúng hàm kernel có thể giúp cải thiện đáng kể kết quả dự báo của thuật toán.
0	Những hàm kernel phổ biến đã được tích hợp bên trong sklearn gồm có: Kernel RBF (Radial Basis Function) dựa trên hàm Gaussian RBF biến đổi phi tuyến; Kernel tuyến tính (linear): đây là tích vô hướng giữa hai véc tơ; Kernel đa thức (poly) tạo ra một đa thức bậc cao kết hợp giữa hai véc tơ; Kernel Sigmoid dựa trên kernel về đa thức, chuyển tiếp qua hàm tanh và có thể biểu diễn theo hàm sigmoid. Trong bài toán dự báo, thuật toán có tên là SVR (Support Vector Regression), kết quả dự báo được thể hiện trong phương trình (14).
0	Trong nghiên cứu này, sáu mô hình ML đã được lập trình nhờ ứng dụng thư viện phần mềm mã nguồn mở Keras và Scikit-learn cũng như API cấp cao của TensorFlow 2. Hơn nữa, ngôn ngữ lập trình Python 3.7 và một số thư viện nhằm minh họa và quản lý dữ liệu như Numpy, Pandas và Matplotlib, đã được sử dụng. Chiến lược tìm kiếm bằng lưới (grid search) kết hợp với phương pháp thử dần đã được sử dụng trong nghiên cứu này để điều chỉnh các siêu tham số, đây là một phương pháp được sử dụng rộng rãi nhằm cải thiện độ chính xác và độ tin cậy của kết quả dự báo.
0	Hiện nay, có hai phương pháp để xác định mức độ ảnh hưởng hay điểm quan trọng của các biến độc lập, bao gồm phương pháp thống kê (đơn giản nhất) và phương pháp tầm quan trọng. Trong nghiên cứu này, phương pháp tầm quan trọng của đặc trưng (feature importance) được sử dụng để tính điểm quan trọng (xem Bảng 3). Điểm quan trọng này được tính toán cho từng thuộc tính trong tập dữ liệu đầu vào, nhờ đó các thuộc tính được xếp hạng và so sánh với nhau. Điểm của từng thuộc tính cho biết mức độ hữu ích hoặc có giá trị của nó trong việc xây dựng cây quyết định của mô hình.
0	Nghiên cứu này sử dụng năm thuật toán ML, bao gồm DT, RF, ET, Ada và GB, để đánh giá mức độ tác động của các yếu tố thủy lực đến độ dài tương đối của nước nhảy. Kết quả tính toán trong Bảng 3 cho thấy, cả năm thuật toán đều đánh giá số Fr1 (Số Froude trước nước nhảy) có ảnh hưởng nhiều nhất, vượt trội so với các yếu tố khác. Bốn thuật toán cho rằng số Re1(Số Reynolds) có ảnh hưởng thứ hai sau số Fr1, nhưng ảnh hưởng này không lớn. Chiều rộng và độ nhám tương đối có ảnh hưởng ít nhất.  Kết quả này đã giải thích vì sao các công thức thực nghiệm tính chiều dài nước nhảy tương đối chỉ phụ thuộc vào số Fr1.
0	Mô hình SVR có kết quả huấn luyện tốt nhất, với hệ số Nash đạt gần 0.99 và sai số tương đối trung bình MAPE dưới 6 %, sau đó đến mô hình ET với sai số trên 6 %. Mô hình DT có hệ số Nash thấp nhất và sai số tương đối MAPE cao nhất, trên 9 %. Điều này phản ánh đúng tính chất của thuật toán DT. Các thuật toán khác, trừ SVR, đều được cải tiến dựa trên DT nên có kết quả tốt hơn DT. Ba mô hình RF, Ada, GB có kết quả xấp xỉ nhau, với hệ số Nash gần 0.98 và sai số tương đối trên 7 %. Các sai số MAE, RMSE cũng có chung quy luật như sai số tương đối MAPE.
0	Kết thúc giai đoạn huấn luyện, các mô hình ML được chuyển sang giai đoạn kiểm định. Hình 2 so sánh kết quả huấn luyện và kiểm định mô hình , cho thấy trong giai đoạn kiểm định, mô hình SVR có kết quả dự báo kém chính xác nhất. Kết quả kiểm định mô hình này có các chỉ số thống kê đều thua kém kết quả huấn luyện. Năm mô hình còn lại cho kết quả dự báo trong giai đoạn kiểm định chính xác hơn khi huấn luyện. Việc này cho thấy hiệu suất cao của năm mô hình DT, RF, ET, Ada và GB trong dự báo chiều dài nước nhảy tương đối.
0	Mặc dù có kết quả huấn luyện cao nhất, nhưng mô hình SVR lại có kết quả kiểm định thấp nhất so với năm mô hình ML khác. Điều này hoàn toàn trái ngược với các nhận xét trước đây về thuật toán SVR. Như vậy, có thể thấy rằng kết quả của nghiên cứu này là rất cần thiết cho việc lựa chọn mô hình ML để dự báo chiều dài nước nhảy. Hình 3 so sánh kết quả dự báo của sáu mô hình ML với số liệu thực đo trong thí nghiệm mô hình vật lý. Các điểm trên Hình 3 đều bám sát đường phân giác của góc 90° , cho thấy độ chính xác của kết quả dự báo và hiệu suất mô hình rất cao.
0	Bảng 5 thống kê kết quả kiểm định sáu mô hình ML và bốn công thức kinh nghiệm. Điều đáng mừng là tất cả các mô hình toán và công thức kinh nghiệm đều có hệ số Nash (NSE) từ 0.98 trở lên, chứng tỏ kết quả tính có độ chính xác rất cao. Chính xác nhất là kết quả của mô hình ET (Extra Trees) với hệ số NSE đạt 0.99 và sai số tương đối MAPE khoảng 5%.  Tiếp theo sau ET là Ada, RF, GB, DT, SVR theo thứ tự độ chính xác giảm dần. Mô hình DT có sai số MAE và MAPE cao nhất trong số các mô hình ML.
0	Tuy vậy, tất cả các mô hình ML đều cho kết quả kiểm định chính xác hơn các công thức kinh nghiệm. Các mô hình ML có trị số RMSE và MAPE thấp hơn, và hệ số Nash cao hơn so với các công thức kinh nghiệm. Cá biệt, các công thức Pikalov và Chertausov có sai số MAPE lên trên 20%, Silvester trên 10%. Công thức Hager có độ chính xác cao hơn ba công thức kể trên. Kết quả kiểm định được thể hiện bằng hình ảnh trong Hình 4 . Rõ ràng là các mô hình ML đã làm lu mờ các công thức kinh nghiệm bởi độ chính xác và tính hiệu quả trong dự báo.
0	Từ kết quả kiểm định mô hình có thể nhận thấy các ưu điểm của mô hình ML là: có độ chính xác và hiệu suất dự báo cao, xét đến nhiều yếu tố ảnh hưởng, có thể dễ dàng cập nhật khi có thêm dữ liệu mới, dễ tiếp cận, tốc độ tính toán nhanh. Trong các ưu điểm trên thì độ chính xác cao và tính dễ cập nhật là ưu điểm vượt trội của mô hình ML so với các công thức kinh nghiệm. Rõ ràng, các công thức kinh nghiệm không thể cập nhật và phạm vi ứng dụng phụ thuộc vào điều kiện thí nghiệm trên mô hình vật lý.
0	Tuy nhiên, mô hình ML cũng có hạn chế, đó là sự không kiên định trong các lần dự báo, phụ thuộc vào người sử dụng mô hình. Nghĩa là mỗi lần chạy có thể cho kết quả khác nhau, độ chính xác có thể tăng nhưng cũng có thể giảm trong lần chạy sau. Khi dự báo mức độ quan trọng của các biến độc lập, các mô hình có thể cho ra những xu hướng khác nhau trong kết quả tính. Những hạn chế này có thể được khắc phục bằng phương pháp thử dần, mỗi mô hình cần chạy nhiều lần để tìm ra kết quả tốt nhất. Trong số sáu mô hình ML, SVR (Support Vector Regression) có sự kiên định cao nhất, kết quả dự báo của nó không đổi sau các lần chạy. Để làm rõ hơn về vấn đề này cần tiếp tục nghiên cứu sâu hơn.
0	Bài báo này trình bày một phương pháp nghiên cứu mới để tính toán chiều dài nước nhảy tương đối trong kênh chữ nhật đáy bằng. Trong nghiên cứu này, Định lý $\pi$-Buckingham đã được sử dụng để tìm các tham số không thứ nguyên làm đầu vào và đầu ra của mô hình toán. Không chỉ số Froude trước nước nhảy, độ nhám và chiều rộng kênh cũng như độ nhớt của chất lỏng đã được xem xét khi tính chiều dài nước nhảy. Nghiên cứu này đã thiết lập sáu mô hình ML để đánh giá tầm quan trọng của các biến đầu vào, sau đó sử dụng các mô hình này để dự báo chiều dài nước nhảy tương đối. Ngoài ra, các ưu điểm và hạn chế của mô hình ML cũng được chỉ ra trong bài báo này.
0	Với tầm quan trọng của việc dự báo và cảnh báo lũ, các nghiên cứu tập trung vào ứng dụng các mô hình học máy vào các bài toán dự báo lũ đang ngày càng được quan tâm. Trong bài báo này, chúng tôi tổng quan lại các bài nghiên cứu gần đây về ứng dụng của học máy trong lĩnh vực về dự báo lũ, dự đoán mực nước, lưu lượng, độ sâu ngập,… cùng với đó là các chỉ số thường dùng để đánh giá độ tin cậy của các mô hình học máy. Các nghiên cứu đã cho thấy, khác với các mô hình toán, mô hình học máy cần ít thông số đầu vào, tốn ít thời gian để mô phỏng và không đòi hỏi nhiều kiến thức về mô phỏng ngập lụt mà vẫn đưa ra kết quả dự đoán có độ chính xác tốt.
0	Lũ lụt là một hiện tượng thiên nhiên hằng năm gây ra nhiều thiệt hại nặng nề đối với cơ sở hạ tầng, hoa màu cũng như nền kinh tế của các nước trên toàn thế giới. Nguyên nhân chủ yếu gây ra lũ lụt là do các tác động của biến đổi khí hậu, do tác động của con người, do mưa lớn làm mực nước trên sông tăng nhanh, khiến nước không kịp thoát [1]. Trong hơn 27 năm qua, lũ lụt là nguyên nhân gây ra cái chết cho hơn 175.000 người, và gây ảnh hưởng nặng nề về kinh tế ước tính lên đến 2,2 tỉ đô trên toàn cầu [2].
0	Do đó việc dự báo lũ, mực nước và lưu lượng trên sông đặc biệt trên các sông chưa có hoặc có ít trạm quan trắc thuỷ văn, rất quan trọng trong việc cảnh báo lũ cho người dân và chính quyền địa phương. Đến nay đã có nhiều dự án cũng như nghiên cứu của các nhà khoa học trong và ngoài nước ứng dụng các mô hình dựa trên tính chất vật lý (physically-based model) có độ chính xác cao vào việc dự đoán mực nước, lưu lượng hay dòng chảy đến trên các con sông, hồ chứa, … như mô hình MIKE, HYDRO River, HEC-HMS, SOBEK, EFDC, …
0	Hơn thế, để thiết lập, mô phỏng và phân tích các kết quả đầu ra của các mô hình dựa trên tính chất vật lý đòi hỏi sự tham gia của các chuyên gia trong lĩnh vực thuỷ văn, thuỷ lực,… Do đó tính ứng dụng thực tế của các mô hình này vào việc cảnh báo lũ theo thời gian chưa cao. Hướng phát triển trong tương lai của ngành thuỷ văn và quản lý tài nguyên nước đó là tìm ra phương pháp để tích hợp quản lý tài nguyên nước dựa trên các mô hình toán truyền thống vào các mô hình học máy để trực tiếp xử lý, phân tích và lấy thông tin từ các nguồn dữ liệu lớn [4].
0	Ngày nay, với sự phát triển của công nghệ thông tin thì các thuật ngữ học máy hay học sâu (deep learning) không còn quá xa lạ với chúng ta. Học máy được ứng dụng vào nhiều ngành nghề, lĩnh vực khác nhau của xã hội trong đó có lĩnh vực quản lý tài nguyên nước. Trong Bảng 2 liệt kê một số bài báo tổng quan về ứng dụng phương pháp học máy trong lĩnh vực quản lý tài nguyên nước nói chung và dự báo lũ nói riêng. Các bài tổng quan đã cho thấy sự phát triển nghiên cứu và ứng dụng học máy vào các bài toán trong lĩnh vực quản lý tài nguyên nước và quản lý rủi ro thiên tai.
0	Phương pháp học máy (Machine Learning) là một lĩnh vực của trí tuệ nhân tạo (Artificial Intelligence) và tập trung vào việc xây dựng các mô hình và thuật toán có khả năng học hỏi và tự điều chỉnh dữ liệu. Mục tiêu chính của học máy là cho máy tính tự động “học hỏi” từ những dữ liệu mà không cần phải được lập trình một cách cụ thể. Các thuật toán học máy có thể được chia thành 3 nhóm chính gồm học có giám sát (Supervised Learning), học không giám sát (Unsupervised Learning) và học tăng cường (Reinforcement Learning) [9] (Hình 1). Học có giám sát là nhóm phổ biến nhất trong các thuật toán học máy.
0	Các thuật toán học có giám sát được phân ra thành hai loại chính: i) phân lớp (classification) – khi các nhãn của dữ liệu đầu vào được chia thành một số hữu hạn lớp (miền là giá trị rời rạc); và ii) hồi quy (regression) – khi nhãn không được chia thành các nhóm mà là một giá trị thực cụ thể (miền là giá trị liên tục) [13]. Trái với học có giám sát, học không giám sát không yêu cầu dữ liệu đã được gán nhãn. Mô hình được huấn luyện để tìm hiểu cấu trúc, mẫu hoặc nhóm trong dữ liệu mà không có đầu ra tương ứng. Các thuật toán học không có giám sát thường được sử dụng để phân cụm (clustering) dữ liệu, phân tích thành phần chính (principal component analysis), hoặc khám phá cấu trúc dữ liệu [14].
0	Học tăng cường là một hình thức học máy nơi mô hình học thông qua tương tác liên tục với một môi trường và nhận điểm thưởng (thu được trong quá trình tương tác của mô hình với môi trường để khích lệ mô hình thực hiện các hành động có lợi để đạt được mục tiêu – reward) dựa trên hành động của nó. Mục tiêu của phương pháp này là tìm ra cách tối đa hóa điểm thưởng tích lũy trong thời gian dài thông qua việc tìm hiểu và tối ưu hóa chính sách hành động (quy tắc chiến lược xác định cách mà mô hình chọn hành động trong một tình huống cụ thể - action policy) [15]. Bảng 3 trình bày một cách tổng quan về sự khác nhau giữa ba phương pháp chính của học máy.
0	Học có giám sát là quá trình xây dựng một mô hình dự đoán hoặc phân loại dựa trên tập dữ liệu huấn luyện đã được gán nhãn. Trong học có giám sát, chúng ta có một tập dữ liệu huấn luyện bao gồm các mẫu dữ liệu đã được gán nhãn với kết quả mong muốn. Mục tiêu là tìm mối quan hệ giữa biến độc lập (các đặc trưng) và biến phụ thuộc (kết quả dự đoán hoặc nhãn), để sau đó có thể ước lượng hoặc dự đoán giá trị kỳ vọng của biến phụ thuộc cho các dữ liệu chưa được gán nhãn. Một số phương pháp học có giám sát thường được sử dụng trong bài toán dự báo lũ được miêu tả dưới đây.
0	Hồi quy tuyến tính (Linear Regression - LR) là một trong những phương pháp quan trọng và phổ biến nhất trong học máy. Mục tiêu của hồi quy tuyến tính là xây dựng một mô hình dự đoán có thể tìm ra các hệ số tối ưu để dự đoán giá trị biến mục tiêu dựa trên giá trị biến đầu vào [19]. Trong bài toán dự báo chuỗi thời gian, hồi quy tuyến tính có thể được áp dụng bằng cách sử dụng các đặc trưng (features) của chuỗi thời gian để dự đoán giá trị tương lai của chuỗi thời gian. Ví dụ như trong bài toán về dự báo mực nước, mô hình sẽ học từ các đặc trưng của chuỗi số liệu mực nước, lượng mưa, bốc hơi hay lưu lượng đến, … để đưa ra dự đoán về mực nước tại vị trí và thời điểm muốn dự đoán.
0	RFR là một phương pháp học máy có giám sát được sử dụng trong bài toán hồi quy. Nó là một thuật toán tổng hợp dựa trên việc kết hợp nhiều cây quyết định để tạo ra một mô hình dự báo chính xác và ổn định. RFR hoạt động bằng cách xây dựng một tập hợp các cây quyết định đơn lẻ. Mỗi cây trong RFR được xây dựng bằng cách lấy một mẫu ngẫu nhiên từ tập dữ liệu huấn luyện và sử dụng một phương pháp gọi là “bagging” để lựa chọn một tập con của các thuộc tính tại mỗi nút của cây. Quá trình này giúp tạo ra sự đa dạng và khả năng tổng hợp thông tin từ các cây con. Khi có một dữ liệu mới cần dự báo, RFR sử dụng các cây quyết định để đưa ra dự đoán riêng lẻ.
0	LGBMR là phương pháp được phát triển dựa trên kỹ thuật “boosting” và sử dụng thuật toán gradient boosting. Mô hình được cho là có hiệu quả tốt hơn, thời gian xử lý chạy mô hình nhanh hơn và tốn ít bộ nhớ hơn do nó sử dụng phương pháp phát triển theo lá cây (leaf-wise tree growth) [28] (Hình 2). SVM là một kỹ thuật phi tuyến tính trong lĩnh vực học máy và có thể hoạt động tốt trong các bài toán về phân loại, hồi quy và dự báo chuỗi thời gian [29]. Phương pháp SVM được sử dụng rộng rãi trong lĩnh vực về dự báo lũ và thuỷ văn vì chúng phù hợp cho cả các vấn đề về tuyến tính và phi tuyến tính, và cũng nổi tiếng với khả năng tổng quát hoá mạnh mẽ.
0	Mô hình học sâu (Deep Learning) hay mô hình các mạng nơron, là một nhánh của học máy được phát triển dựa trên hệ thống nơron trong não bộ của con người. Do đó các mô hình học sâu có thể xử lý và hiểu sự tương tác phức tạp hơn của các dữ liệu đầu vào. Về cấu trúc, các mô hình học sâu sẽ gồm ba lớp chính, cụ thể là lớp đầu vào (input layer) để mô hình nhận dữ liệu, các lớp ẩn (hidden layers) để thực hiện các phép tính và biến đổi dữ liệu thông qua các nơron nhân tạo, và lớp đầu ra (output layer) để sản xuất và đưa ra kết quả dự đoán của mô hình (Hình 3).
